,Customer_ID,SSN,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
5714,CUS_0x65df,276553567,18,Scientist,56570.22,4425.74,4,7,16.0,3,"Debt Consolidation Loan, Debt Consolidation Loan, and Personal Loan",15,20,7.865,8,Standard,806.5,34.0475,15 Years and 4 Months,Yes,134.67000000000002,155.745,High_spent_Medium_value_payments,445.0075,Standard
5715,CUS_0x65e1,498477214,20,Accountant,34642.94,3180.91,3,5,7.0,3,"Mortgage Loan, Credit-Builder Loan, and Payday Loan",6,20,10.84,2,Standard,1079.65,31.8675,26 Years and 4 Months,Yes,49.69,103.795,High_spent_Large_value_payments,418.36375,Standard
5716,CUS_0x65e4,609544421,44,Doctor,63733.54,4941.764999999999,4,5,13.0,4,"Student Loan, Not Specified, Not Specified, and Mortgage Loan",20,15,11.615,2,Standard,542.35,31.22625,15 Years and 10 Months,Yes,424.275,137.73499999999999,High_spent_Medium_value_payments,424.41625,Standard
5717,CUS_0x65e9,83429959,28,Mechanic,81481.02,6973.09,3,4,7.0,2,"Auto Loan, and Student Loan",5,17,7.609999999999999,3,Standard,211.88,30.7075,24 Years and 5 Months,No,69.38,434.7475,Low_spent_Small_value_payments,456.93,Standard
5718,CUS_0x65eb,95987132,37,Journalist,28194.8,2427.57,2,3,11.0,3,"Mortgage Loan, Debt Consolidation Loan, and Mortgage Loan",13,12,9.905,1,Good,139.84,32.4225,20 Years and 3 Months,No,55.47,160.8875,Low_spent_Large_value_payments,284.4225,Standard
5719,CUS_0x65f0,13359724,38,Mechanic,15724.73,1194.39,5,8,18.0,6,"Debt Consolidation Loan, Home Equity Loan, Not Specified, Debt Consolidation Loan, Home Equity Loan, and Student Loan",17,18,16.93,10,Standard,1653.25,31.83125,15 Years and 2 Months,Yes,49.57,91.765,High_spent_Large_value_payments,250.33875,Poor
5720,CUS_0x65f6,489783488,29,Accountant,61476.93,4940.08,6,6,22.0,5,"Credit-Builder Loan, Mortgage Loan, Auto Loan, Not Specified, and Not Specified",35,23,7.82,11,Bad,3322.38,30.66375,7 Years and 11 Months,Yes,212.56,256.93875,Low_spent_Small_value_payments,339.89,Poor
5721,CUS_0x65fa,276334104,50,Architect,123388.83,10405.4,1,4,3.0,2,"Student Loan, and Personal Loan",14,10,5.115,0,Good,869.62,34.805,32 Years and 8 Months,No,114.31,281.06125,High_spent_Large_value_payments,837.3225,Standard
5722,CUS_0x65fc,238344780,37,Lawyer,133180.71,11114.39,1,6,4.0,0,No Loan,13,10,5.075,1,Good,676.45,32.28625,31 Years and 8 Months,No,0.0,619.035,High_spent_Small_value_payments,754.9024999999999,Standard
5723,CUS_0x65fe,798564774,19,Scientist,7423.97,881.66,5,8,21.0,3,"Credit-Builder Loan, Debt Consolidation Loan, and Payday Loan",25,14,16.575,10,Standard,2030.53,33.3025,9 Years and 1 Months,Yes,17.34,41.20875,High_spent_Medium_value_payments,290.87,Poor
5724,CUS_0x6603,826473171,25,Accountant,88581.48,7438.79,3,7,3.0,0,No Loan,23,13,1.23,3,Good,928.99,35.725,32 Years and 5 Months,No,0.0,364.1675,High_spent_Large_value_payments,615.0425,Good
5725,CUS_0x660b,712127095,20,Accountant,118875.69,9939.31,0,4,12.0,2,"Not Specified, and Auto Loan",10,4,9.75,0,Good,374.28,35.615,31 Years and 2 Months,No,99.34,262.66875,Low_spent_Small_value_payments,885.67125,Good
5726,CUS_0x660c,256361361,19,Engineer,61936.0,5018.33,10,8,28.0,8,"Personal Loan, Student Loan, Mortgage Loan, Student Loan, Not Specified, Auto Loan, Home Equity Loan, and Debt Consolidation Loan",47,20,16.28,11,Bad,3593.33,30.865,8 Years and 10 Months,Yes,280.39,147.56125,Low_spent_Medium_value_payments,298.86625,Standard
5727,CUS_0x660d,162981418,34,Teacher,34514.51,3067.21,4,6,9.0,4,"Not Specified, Mortgage Loan, Credit-Builder Loan, and Student Loan",29,9,6.75,3,Standard,841.46,32.25375,17 Years and 5 Months,Yes,102.46,145.1,Low_spent_Small_value_payments,325.40875,Standard
5728,CUS_0x6610,242802380,54,Developer,107313.84,9242.82,8,7,17.0,0,No Loan,10,16,11.27,1,Standard,794.53,34.82,24 Years and 11 Months,No,0.0,417.37125000000003,High_spent_Medium_value_payments,765.66,Good
5729,CUS_0x6611,332427951,20,Engineer,19020.63,1475.05,10,5,27.0,7,"Not Specified, Auto Loan, Home Equity Loan, Payday Loan, Personal Loan, Not Specified, and Debt Consolidation Loan",23,17,16.75,6,Bad,3217.69,31.03,13 Years and 5 Months,Yes,104.9,119.03625,Low_spent_Large_value_payments,216.2425,Standard
5730,CUS_0x6612,101384991,51,Doctor,30924.04,2647.0,4,1,12.0,2,"Payday Loan, and Mortgage Loan",4,7,6.2,3,Good,1.3,32.63875,28 Years and 1 Months,No,38.0,163.1925,Low_spent_Small_value_payments,358.205,Good
5731,CUS_0x6617,276407171,32,Writer,115643.01,9910.92,3,7,2.0,3,"Not Specified, Student Loan, and Not Specified",17,1,8.015,1,Good,951.36,32.435,17 Years and 11 Months,No,195.39,460.03875,High_spent_Small_value_payments,598.16,Poor
5732,CUS_0x6619,876051384,37,Architect,41131.36,3589.61,4,6,1.0,4,"Personal Loan, Personal Loan, Debt Consolidation Loan, and Credit-Builder Loan",8,8,7.625,4,Good,499.67,32.80375,20 Years and 3 Months,No,105.06,133.29,High_spent_Medium_value_payments,374.365,Good
5733,CUS_0x661b,926722848,28,Developer,10623.76,895.31,6,3,18.0,3,"Home Equity Loan, Personal Loan, and Home Equity Loan",6,11,16.765,7,Standard,181.68,32.35625,15 Years and 8 Months,Yes,26.52,55.95125,Low_spent_Small_value_payments,285.81625,Standard
5734,CUS_0x661d,128261433,25,Journalist,52454.79,4130.23,8,6,24.0,7,"Credit-Builder Loan, Home Equity Loan, Debt Consolidation Loan, Payday Loan, Not Specified, Debt Consolidation Loan, and Student Loan",25,25,1.645,11,Bad,2429.89,30.91375,7 Years and 11 Months,Yes,273.56,223.94375,High_spent_Large_value_payments,198.0475,Poor
5735,CUS_0x661f,857271046,42,Media_Manager,150467.64,12642.97,2,5,10.0,4,"Not Specified, Credit-Builder Loan, Debt Consolidation Loan, and Debt Consolidation Loan",11,11,2.96,3,Good,1443.25,36.058749999999996,19 Years and 2 Months,No,260.2,419.785,High_spent_Large_value_payments,840.56,Standard
5736,CUS_0x6620,771234071,14,Manager,61922.24,5418.19,6,9,18.0,9,"Payday Loan, Auto Loan, Student Loan, Credit-Builder Loan, Mortgage Loan, Auto Loan, Credit-Builder Loan, Personal Loan, and Auto Loan",22,18,23.405,12,Bad,4678.77,28.40625,3 Years and 4 Months,Yes,336.01,258.05625,High_spent_Large_value_payments,219.0,Poor
5737,CUS_0x6623,877035521,25,Musician,38480.95,2912.75,5,3,2.0,0,No Loan,11,5,6.685,3,Good,1208.71,33.01875,20 Years and 3 Months,No,0.0,150.1,High_spent_Small_value_payments,404.92375,Standard
5738,CUS_0x663,462212145,37,Mechanic,22953.95,2180.83,7,6,13.0,1,Auto Loan,17,11,1.94,4,Standard,176.51,33.56875,23 Years and 7 Months,No,12.16,128.3975,High_spent_Medium_value_payments,343.63374999999996,Poor
5739,CUS_0x6630,501840465,32,Musician,61607.34,5192.94,9,9,28.0,7,"Personal Loan, Not Specified, Mortgage Loan, Student Loan, Not Specified, Not Specified, and Auto Loan",46,22,20.67,11,Bad,3146.2,29.985,9 Years and 2 Months,Yes,330.15,225.625,Low_spent_Small_value_payments,275.6,Standard
5740,CUS_0x6632,958932024,18,Journalist,21846.06,1978.51,2,6,8.0,2,"Not Specified, and Credit-Builder Loan",6,5,0.95,2,Good,284.95,30.17125,17 Years and 11 Months,No,22.1,141.68375,Low_spent_Small_value_payments,305.3225,Good
5741,CUS_0x6635,225863141,43,Doctor,59359.04,4961.59,9,10,28.0,6,"Payday Loan, Debt Consolidation Loan, Not Specified, Mortgage Loan, Home Equity Loan, and Credit-Builder Loan",29,16,16.53,10,Bad,3339.7,32.42125,5 Years and 5 Months,Yes,287.09,347.015,High_spent_Small_value_payments,263.4525,Poor
5742,CUS_0x663b,655702468,36,Architect,81815.02,6884.92,0,5,4.0,1,Mortgage Loan,4,3,4.68,3,Good,1434.75,32.48375,32 Years and 10 Months,No,53.93,300.51625,Low_spent_Medium_value_payments,597.79875,Good
5743,CUS_0x663d,320708885,41,Writer,60106.11,4895.84,6,9,32.0,3,"Credit-Builder Loan, Credit-Builder Loan, and Debt Consolidation Loan",33,16,12.25,13,Standard,1462.16,33.885,19 Years and 4 Months,Yes,102.24,174.37125,High_spent_Medium_value_payments,456.3525,Poor
5744,CUS_0x663e,594041648,38,Musician,18670.98,1553.91,5,5,14.0,4,"Debt Consolidation Loan, Debt Consolidation Loan, Payday Loan, and Payday Loan",23,17,15.92,8,Standard,1397.21,31.795,10 Years and 4 Months,Yes,32.44,103.7525,Low_spent_Small_value_payments,292.94375,Good
5745,CUS_0x6640,636486294,36,Doctor,19944.35,1819.03,8,9,30.0,5,"Student Loan, Mortgage Loan, Student Loan, Personal Loan, and Payday Loan",21,21,5.575,7,Bad,2153.35,31.35125,13 Years and 7 Months,Yes,44.34,67.92375,Low_spent_Large_value_payments,313.0375,Poor
5746,CUS_0x6649,548039919,19,Mechanic,34106.78,2767.23,8,5,17.0,0,No Loan,8,10,9.685,0,Standard,996.54,32.855,31 Years and 11 Months,Yes,0.0,144.41125,Low_spent_Small_value_payments,402.3125,Standard
5747,CUS_0x664c,482104462,19,Doctor,72125.2,6094.43,3,5,12.0,2,"Debt Consolidation Loan, and Home Equity Loan",8,16,10.52,6,Standard,95.23,30.955,19 Years and 7 Months,Yes,84.49,171.35125,High_spent_Small_value_payments,627.185,Standard
5748,CUS_0x665a,274388035,38,Engineer,33022.7,3020.89,6,6,18.0,2,"Student Loan, and Student Loan",29,23,6.76,7,Bad,2432.08,32.738749999999996,6 Years and 4 Months,Yes,39.65,143.505,Low_spent_Small_value_payments,390.18375000000003,Poor
5749,CUS_0x665c,624895858,25,Developer,9115.47,647.62,10,7,23.0,9,"Debt Consolidation Loan, Auto Loan, Not Specified, Personal Loan, Personal Loan, Payday Loan, Student Loan, Student Loan, and Debt Consolidation Loan",60,20,20.035,10,Bad,2551.74,29.97125,1 Years and 10 Months,Yes,63.32,48.886250000000004,High_spent_Small_value_payments,230.05375,Standard
5750,CUS_0x6664,395244865,28,Developer,38334.61,2966.55,3,4,12.0,2,"Mortgage Loan, and Not Specified",12,2,5.975,3,Good,1234.53,29.7225,20 Years and 4 Months,No,41.07,149.4675,High_spent_Small_value_payments,376.57625,Good
5751,CUS_0x6669,845209787,34,Journalist,19466.45,1899.2,8,10,19.0,8,"Personal Loan, Not Specified, Payday Loan, Credit-Builder Loan, Auto Loan, Debt Consolidation Loan, Payday Loan, and Auto Loan",48,23,28.32,12,Bad,3368.01,28.93625,12 Years and 5 Months,Yes,66.74,109.71125,Low_spent_Large_value_payments,295.99,Poor
5752,CUS_0x666a,245048958,35,Architect,39944.67,3318.72,4,3,7.0,1,Personal Loan,0,0,8.215,1,Good,364.95,32.981249999999996,15 Years and 9 Months,No,22.38,149.54625,High_spent_Large_value_payments,421.55875000000003,Good
5753,CUS_0x666b,949633125,43,Media_Manager,20159.39,1403.95,10,7,16.0,5,"Mortgage Loan, Payday Loan, Not Specified, Payday Loan, and Payday Loan",21,15,16.41,11,Bad,3604.92,31.346249999999998,7 Years and 9 Months,Yes,80.48,70.1925,High_spent_Large_value_payments,251.35250000000002,Standard
5754,CUS_0x6671,97584488,17,Manager,9898.82,781.9,8,6,16.0,3,"Mortgage Loan, Debt Consolidation Loan, and Debt Consolidation Loan",58,15,14.225,7,Standard,2381.42,31.17375,9 Years and 9 Months,Yes,21.36,64.4375,Low_spent_Small_value_payments,277.38875,Poor
5755,CUS_0x6672,96104575,47,Lawyer,17577.76,1762.81,3,5,19.0,2,"Debt Consolidation Loan, and Mortgage Loan",20,11,10.08,0,Standard,1447.93,33.18375,31 Years and 9 Months,Yes,29.3,107.25875,Low_spent_Small_value_payments,307.225,Standard
5756,CUS_0x6673,959249730,31,Entrepreneur,59050.48,5018.87,8,8,28.0,9,"Home Equity Loan, Not Specified, Student Loan, Mortgage Loan, Payday Loan, Student Loan, Student Loan, Mortgage Loan, and Student Loan",56,22,22.04,10,Bad,4283.98,31.765,1 Years and 11 Months,Yes,339.5,294.33625,Low_spent_Small_value_payments,208.29375,Standard
5757,CUS_0x6678,798424298,30,Manager,109122.21,8895.52,3,6,3.0,3,"Credit-Builder Loan, Home Equity Loan, and Auto Loan",11,12,7.695,3,Good,1189.51,35.08,27 Years and 8 Months,No,199.72,390.71375,High_spent_Small_value_payments,635.89625,Good
5758,CUS_0x667a,72362011,33,Teacher,32045.78,2677.48,6,9,30.0,7,"Not Specified, Auto Loan, Student Loan, Home Equity Loan, Not Specified, Debt Consolidation Loan, and Personal Loan",9,12,17.44,10,Standard,1333.18,29.98375,6 Years and 2 Months,Yes,169.77,74.38250000000001,Low_spent_Small_value_payments,278.59625,Poor
5759,CUS_0x667d,446931487,21,Developer,18413.13,1283.43,7,9,18.0,2,"Auto Loan, and Personal Loan",40,15,9.215,12,Bad,2063.45,32.50375,13 Years and 4 Months,Yes,16.32,52.26,High_spent_Medium_value_payments,324.76625,Poor
5760,CUS_0x6683,368699911,19,Developer,32653.78,2506.15,5,7,7.0,5,"Debt Consolidation Loan, Personal Loan, Home Equity Loan, Debt Consolidation Loan, and Student Loan",17,19,19.465,9,Standard,1029.97,32.04875,14 Years and 11 Months,Yes,114.85,108.90625,High_spent_Medium_value_payments,293.5625,Standard
5761,CUS_0x6689,538476608,38,Entrepreneur,35996.23,2800.69,4,6,17.0,6,"Not Specified, Credit-Builder Loan, Auto Loan, Not Specified, Not Specified, and Payday Loan",13,16,16.81,7,Standard,767.11,32.17125,14 Years and 11 Months,Yes,143.53,97.10875,High_spent_Small_value_payments,296.935,Standard
5762,CUS_0x668f,171237188,25,Journalist,26175.31,2109.83875,8,4,11.0,0,No Loan,10,8,18.58,4,Standard,601.78,32.23625,9 Years and 3 Months,Yes,0.0,72.98124999999999,Low_spent_Large_value_payments,403.16125,Standard
5763,CUS_0x6692,470060305,21,Developer,21419.85,1509.99,3,3,12.0,2,"Not Specified, and Debt Consolidation Loan",10,0,2.42,2,Good,307.94,27.68625,27 Years and 4 Months,No,25.35,96.73499999999999,Low_spent_Medium_value_payments,307.66625,Good
5764,CUS_0x6694,822692443,26,Accountant,17794.98,1666.91,7,7,19.0,7,"Auto Loan, Home Equity Loan, Payday Loan, Debt Consolidation Loan, Personal Loan, Student Loan, and Auto Loan",27,20,4.01,12,Bad,2521.38,31.61,8 Years and 6 Months,Yes,68.51,75.98,High_spent_Small_value_payments,277.8275,Poor
5765,CUS_0x6698,164762281,27,Writer,168878.08,14302.17,5,5,6.0,1,Credit-Builder Loan,18,3,4.7,2,Good,700.71,42.394999999999996,27 Years and 10 Months,No,98.71,312.7825,High_spent_Large_value_payments,1226.9375,Poor
5766,CUS_0x669c,276339286,19,Entrepreneur,99934.89,8261.91,3,4,8.0,4,"Not Specified, Debt Consolidation Loan, Mortgage Loan, and Not Specified",0,3,9.2,3,Good,108.28,34.238749999999996,16 Years and 3 Months,No,176.28,307.06125,High_spent_Medium_value_payments,600.34875,Good
5767,CUS_0x669f,329488705,41,Engineer,15551.68,1542.97,7,9,32.0,7,"Personal Loan, Mortgage Loan, Not Specified, Personal Loan, Debt Consolidation Loan, Home Equity Loan, and Debt Consolidation Loan",59,13,1.99,12,Bad,1660.2,30.669999999999998,13 Years and 4 Months,Yes,86.8,95.51125,Low_spent_Small_value_payments,251.98000000000002,Poor
5768,CUS_0x66a1,425343402,38,Writer,18625.74,1601.15,9,7,15.0,8,"Personal Loan, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, Home Equity Loan, Payday Loan, Home Equity Loan, and Personal Loan",38,22,6.59,9,Bad,3858.98,32.7425,13 Years and 8 Months,Yes,93.09,109.47375,High_spent_Medium_value_payments,236.305,Poor
5769,CUS_0x66a7,41641188,40,Lawyer,36963.52,2902.29,9,10,23.0,8,"Not Specified, Debt Consolidation Loan, Payday Loan, Payday Loan, Home Equity Loan, Student Loan, Credit-Builder Loan, and Mortgage Loan",54,25,4.77,12,Bad,2518.8,29.66875,13 Years and 4 Months,Yes,203.6,171.84625,Low_spent_Small_value_payments,178.53125,Poor
5770,CUS_0x66b8,966157988,44,Musician,87659.42,7399.95,3,5,7.0,4,"Not Specified, Credit-Builder Loan, Home Equity Loan, and Payday Loan",5,1,11.36,1,Good,185.35,33.28625,17 Years and 2 Months,No,238.31,284.7325,High_spent_Large_value_payments,486.52,Good
5771,CUS_0x66bb,310185191,45,Scientist,142665.96,11100.7225,8,6,6.0,0,No Loan,19,20,16.795,5,Standard,474.5,33.0225,22 Years and 1 Months,Yes,0.0,640.0725,Low_spent_Small_value_payments,775.6525,Standard
5772,CUS_0x66bc,864706001,17,Writer,61266.63,5296.55,4,6,15.0,2,"Debt Consolidation Loan, and Mortgage Loan",12,12,13.075,9,Standard,570.58,32.1375,9 Years and 6 Months,Yes,74.69,144.85875,High_spent_Large_value_payments,553.8175,Standard
5773,CUS_0x66c3,669330062,36,Mechanic,36693.66,3144.81,6,6,19.0,9,"Debt Consolidation Loan, Debt Consolidation Loan, Student Loan, Auto Loan, Mortgage Loan, Payday Loan, Auto Loan, Payday Loan, and Student Loan",58,22,28.74,7,Bad,2971.17,30.814999999999998,10 Years and 2 Months,Yes,189.98,143.06125,High_spent_Large_value_payments,226.1175,Poor
5774,CUS_0x66c4,904424633,24,Accountant,34106.58,3126.22,8,9,26.0,5,"Home Equity Loan, Credit-Builder Loan, Auto Loan, Auto Loan, and Payday Loan",20,19,18.12,9,Standard,1672.04,32.04375,19 Years and 5 Months,Yes,110.89,113.64,High_spent_Medium_value_payments,344.59875,Poor
5775,CUS_0x66c7,192929184,24,Mechanic,42884.84,3578.74,4,6,7.0,0,No Loan,22,0,0.855,0,Good,1302.49,33.5225,29 Years and 11 Months,No,0.0,166.69375,High_spent_Small_value_payments,457.43,Poor
5776,CUS_0x66c8,442707017,46,Engineer,139631.08,11557.92,3,4,12.0,0,No Loan,9,0,6.795,4,Good,202.29,36.84,20 Years and 5 Months,No,0.0,420.94375,Low_spent_Large_value_payments,1012.8612499999999,Poor
5777,CUS_0x66ce,200142930,45,Entrepreneur,15685.09,1328.09,3,7,7.0,0,No Loan,12,17,3.93,4,Standard,350.98,28.8175,32 Years and 11 Months,No,0.0,65.56875,Low_spent_Medium_value_payments,343.49125,Standard
5778,CUS_0x66d,440370746,48,Teacher,85840.34,7164.36,1,5,1.0,3,"Debt Consolidation Loan, Credit-Builder Loan, and Student Loan",1,3,2.32,1,Good,270.42,32.07,23 Years and 4 Months,No,172.06,244.57125,High_spent_Large_value_payments,548.06,Standard
5779,CUS_0x66d1,950675720,20,Scientist,124020.44,10163.04,8,5,18.0,2,"Auto Loan, and Debt Consolidation Loan",11,9,19.32,3,Standard,529.18,33.10375,17 Years and 4 Months,Yes,127.94,586.43875,Low_spent_Medium_value_payments,635.8262500000001,Poor
5780,CUS_0x66d4,917868815,35,Manager,11810.51,1012.21,8,4,17.0,2,"Personal Loan, and Auto Loan",20,13,11.475,5,Standard,619.5,31.07625,32 Years and 9 Months,Yes,16.71,69.36,Low_spent_Medium_value_payments,286.395,Poor
5781,CUS_0x66d6,552624814,39,Mechanic,36446.26,2923.19,4,5,8.0,0,No Loan,14,8,11.67,0,Good,334.38,35.14375,16 Years and 8 Months,No,0.0,126.065,High_spent_Medium_value_payments,437.5025,Good
5782,CUS_0x66d7,68150323,49,Journalist,14528.37,1385.7,3,5,10.0,2,"Payday Loan, and Student Loan",14,2,5.5,2,Good,254.83,30.306250000000002,29 Years and 1 Months,No,21.08,107.245,Low_spent_Small_value_payments,285.245,Good
5783,CUS_0x66d9,289203745,21,Teacher,36401.36,3231.45,4,5,33.0,6,"Not Specified, Student Loan, Auto Loan, Not Specified, Student Loan, and Payday Loan",18,11,8.55,6,Standard,2301.93,34.5175,13 Years and 3 Months,Yes,129.34,150.18875,High_spent_Medium_value_payments,295.19,Poor
5784,CUS_0x66dd,502467904,16,Lawyer,52116.66,4364.06,7,7,17.0,4,"Payday Loan, Not Specified, Debt Consolidation Loan, and Credit-Builder Loan",19,9,18.325,5,Standard,2031.94,26.291249999999998,19 Years and 4 Months,Yes,115.0,167.065,High_spent_Small_value_payments,436.7675,Poor
5785,CUS_0x66df,584613950,40,Lawyer,59977.98,5171.16,8,10,27.0,7,"Mortgage Loan, Payday Loan, Payday Loan, Home Equity Loan, Not Specified, Personal Loan, and Home Equity Loan",38,20,19.17,10,Bad,4472.21,32.86375,7 Years and 2 Months,Yes,251.93,234.66375,High_spent_Medium_value_payments,339.42,Standard
5786,CUS_0x66e0,287303523,14,Accountant,20256.39,1971.03,8,6,21.0,7,"Debt Consolidation Loan, Debt Consolidation Loan, Auto Loan, Payday Loan, Not Specified, Student Loan, and Payday Loan",52,18,15.265,13,Bad,1803.77,34.79375,9 Years and 1 Months,Yes,70.64,118.4425,High_spent_Small_value_payments,268.49875000000003,Poor
5787,CUS_0x66e3,619906478,16,Doctor,10279.67,754.64,3,4,20.0,4,"Home Equity Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",15,20,16.805,6,Standard,2099.89,32.3525,8 Years and 7 Months,Yes,19.73,64.2575,Low_spent_Small_value_payments,275.23125,Standard
5788,CUS_0x66e5,932283481,20,Media_Manager,71892.94,6007.08,5,7,18.0,3,"Debt Consolidation Loan, Mortgage Loan, and Personal Loan",26,8,9.85,7,Standard,1025.88,30.88375,14 Years and 11 Months,Yes,149.96,215.03375,High_spent_Large_value_payments,489.46125,Standard
5789,CUS_0x66eb,652882122,51,Lawyer,114364.52,9692.38,2,3,3.0,4,"Auto Loan, Home Equity Loan, Debt Consolidation Loan, and Debt Consolidation Loan",2,1,1.455,4,Good,382.57,33.26125,31 Years and 10 Months,No,249.37,373.77,High_spent_Large_value_payments,581.905,Standard
5790,CUS_0x66ef,620021126,38,Writer,35081.49,3047.46,6,6,16.0,2,"Payday Loan, and Credit-Builder Loan",23,15,6.32,0,Standard,1025.79,33.1225,25 Years and 10 Months,Yes,51.98,118.59625,Low_spent_Small_value_payments,396.67125,Good
5791,CUS_0x66f2,91014447,31,Lawyer,83618.96,6744.25,10,5,29.0,6,"Credit-Builder Loan, Personal Loan, Debt Consolidation Loan, Auto Loan, Home Equity Loan, and Credit-Builder Loan",52,18,21.545,14,Bad,2624.85,32.4575,11 Years and 1 Months,Yes,326.17,218.31875,High_spent_Small_value_payments,362.45124999999996,Poor
5792,CUS_0x66f5,430150729,19,Mechanic,17414.3,1285.19,3,7,34.0,5,"Mortgage Loan, Debt Consolidation Loan, Personal Loan, Auto Loan, and Debt Consolidation Loan",26,10,15.545,7,Standard,2500.7,34.598749999999995,14 Years and 9 Months,Yes,61.17,91.24125,Low_spent_Small_value_payments,261.87624999999997,Poor
5793,CUS_0x66fc,332960334,42,Entrepreneur,143829.16,12087.76,7,7,18.0,4,"Not Specified, Student Loan, Debt Consolidation Loan, and Not Specified",17,11,12.23,8,Standard,106.92,32.22,19 Years and 10 Months,Yes,372.8,583.40875,High_spent_Small_value_payments,516.32375,Standard
5794,CUS_0x6700,843226290,36,Doctor,63213.12,5233.76,4,4,9.0,4,"Payday Loan, Payday Loan, Not Specified, and Student Loan",13,8,8.47,5,Good,584.85,30.795,22 Years and 10 Months,No,166.12,208.04625,Low_spent_Small_value_payments,411.71250000000003,Standard
5795,CUS_0x6701,65971478,44,Journalist,79510.95,6805.91,6,3,5.0,6,"Home Equity Loan, Credit-Builder Loan, Personal Loan, Auto Loan, Personal Loan, and Not Specified",30,8,7.865,7,Standard,666.47,32.4675,5 Years and 6 Months,Yes,315.66,328.51,High_spent_Small_value_payments,428.125,Poor
5796,CUS_0x6709,373511419,53,Entrepreneur,94369.64,8164.14,4,7,19.0,4,"Payday Loan, Credit-Builder Loan, Credit-Builder Loan, and Auto Loan",22,19,3.365,1,Standard,464.88,33.89375,23 Years and 5 Months,Yes,210.71,273.53249999999997,High_spent_Large_value_payments,698.95625,Poor
5797,CUS_0x670c,666063235,42,Musician,90668.85,7149.13,5,4,8.0,4,"Mortgage Loan, Not Specified, Payday Loan, and Debt Consolidation Loan",29,11,2.78,5,Standard,813.27,31.99625,25 Years and 1 Months,No,737.0,298.37874999999997,Low_spent_Medium_value_payments,556.7987499999999,Standard
5798,CUS_0x670d,255067657,15,Lawyer,72471.32,6097.28,8,10,30.0,9,"Auto Loan, Debt Consolidation Loan, Student Loan, Mortgage Loan, Mortgage Loan, Payday Loan, Not Specified, Home Equity Loan, and Personal Loan",22,19,9.525,11,Bad,4439.31,33.8925,2 Years and 8 Months,Yes,394.14,337.39125,High_spent_Medium_value_payments,180.625,Poor
5799,CUS_0x6714,460921394,22,Musician,128503.64,10803.64,0,4,1.0,3,"Debt Consolidation Loan, Auto Loan, and Personal Loan",8,5,5.67,4,Good,382.17,33.64,18 Years and 4 Months,No,274.99,363.43125000000003,Low_spent_Small_value_payments,707.33375,Good
5800,CUS_0x6719,624003778,25,Scientist,20759.32,1528.94,3,3,7.0,7,"Personal Loan, Auto Loan, Student Loan, Personal Loan, Auto Loan, Payday Loan, and Payday Loan",28,14,19.365,8,Standard,2071.05,35.6475,17 Years and 0 Months,Yes,64.05,114.83,High_spent_Medium_value_payments,267.21,Poor
5801,CUS_0x6728,568055440,51,Journalist,19127.06,1517.92,5,7,6.0,3,"Debt Consolidation Loan, Student Loan, and Auto Loan",32,13,10.885,4,Standard,89.19,28.205,24 Years and 3 Months,Yes,41.96,112.46375,High_spent_Small_value_payments,286.625,Standard
5802,CUS_0x672c,450625162,19,Manager,19569.27,1736.77,10,6,33.0,5,"Payday Loan, Home Equity Loan, Payday Loan, Home Equity Loan, and Credit-Builder Loan",32,20,26.03,7,Bad,3902.74,30.03625,0 Years and 4 Months,Yes,64.02,85.105,Low_spent_Small_value_payments,284.62624999999997,Standard
5803,CUS_0x672e,244121541,27,Lawyer,99903.36,8442.28,8,6,8.0,0,No Loan,15,12,9.89,3,Good,29.6,32.339999999999996,15 Years and 7 Months,No,0.0,290.34749999999997,High_spent_Medium_value_payments,846.88625,Good
5804,CUS_0x6732,60690738,49,Journalist,140390.32,11888.19,5,2,4.0,3,"Credit-Builder Loan, Home Equity Loan, and Payday Loan",4,0,4.67,4,Good,1423.23,36.129999999999995,30 Years and 8 Months,No,182.16,433.265,Low_spent_Medium_value_payments,829.4025,Good
5805,CUS_0x6733,287906751,43,Developer,14914.25,1510.85,10,10,32.0,7,"Home Equity Loan, Credit-Builder Loan, Home Equity Loan, Not Specified, Student Loan, Credit-Builder Loan, and Payday Loan",42,18,23.52,8,Bad,3313.55,31.802500000000002,9 Years and 9 Months,Yes,67.51,100.315,High_spent_Small_value_payments,269.85249999999996,Standard
5806,CUS_0x6734,276025954,19,Teacher,30922.5,2477.88,8,8,26.0,9,"Auto Loan, Payday Loan, Not Specified, Personal Loan, Not Specified, Payday Loan, Auto Loan, Auto Loan, and Mortgage Loan",61,21,21.33,11,Bad,4742.53,30.08625,0 Years and 10 Months,Yes,165.89,149.655,Low_spent_Large_value_payments,210.52124999999998,Standard
